Timestamp,SourcePath,DestinationPath,SizeBytes,SourceSHA256,DestSHA256,Status,Action
"2026-08-16T13:56:33.272Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-app-v4-staff-logout-fix-20260803.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-app-v4-staff-logout-fix-20260803.zip",604003,"2192011C77CE2BE7DF571B135DBC2ACF2AA1DE81846FB7FFE09ECC8CF67B69ED","2192011C77CE2BE7DF571B135DBC2ACF2AA1DE81846FB7FFE09ECC8CF67B69ED","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.278Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-app.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-app.zip",58375,"9D1EEB2232F4830C5182D83B8EE9BCB6F097AA9071804AED6B96D5951A4D3D41","9D1EEB2232F4830C5182D83B8EE9BCB6F097AA9071804AED6B96D5951A4D3D41","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.283Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-app_1.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-app_1.zip",58375,"9D1EEB2232F4830C5182D83B8EE9BCB6F097AA9071804AED6B96D5951A4D3D41","9D1EEB2232F4830C5182D83B8EE9BCB6F097AA9071804AED6B96D5951A4D3D41","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.287Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-app_2.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-app_2.zip",64571,"35455697297751A9D20F7664D13066508D7D3799857DA839CB179D2FD09B3BF3","35455697297751A9D20F7664D13066508D7D3799857DA839CB179D2FD09B3BF3","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.293Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-attendance-module-v1.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-attendance-module-v1.zip",256588,"16F6EBE1DFC74D20B8F7610C54AF3178F6F19E1F07698901A8FD2F4B71EDB37D","16F6EBE1DFC74D20B8F7610C54AF3178F6F19E1F07698901A8FD2F4B71EDB37D","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.299Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-glass-auth.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-glass-auth.zip",32144,"D55C612B94A1649C3BAE0B2DA285BC164300BD2F2CA6AD47AAAA2FC140E4B953","D55C612B94A1649C3BAE0B2DA285BC164300BD2F2CA6AD47AAAA2FC140E4B953","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.306Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-logo-kit.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-logo-kit.zip",839039,"0F2A8DDC262679EABE4C87B203270DA291AE5FE3C2E167AA1E2A522783AA2861","0F2A8DDC262679EABE4C87B203270DA291AE5FE3C2E167AA1E2A522783AA2861","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.316Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-premium-responsive-ui-v2.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-premium-responsive-ui-v2.zip",103863,"E2AD5114466DDA42EC35AFAB95F6CF0BD6C2FCE7510C3C8C3FD30C4705FCF625","E2AD5114466DDA42EC35AFAB95F6CF0BD6C2FCE7510C3C8C3FD30C4705FCF625","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.322Z","C:\Users\chris\OneDrive\Desktop\New folder\zamorin-premium-responsive-ui-v2_1.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-premium-responsive-ui-v2_1.zip",103863,"E2AD5114466DDA42EC35AFAB95F6CF0BD6C2FCE7510C3C8C3FD30C4705FCF625","E2AD5114466DDA42EC35AFAB95F6CF0BD6C2FCE7510C3C8C3FD30C4705FCF625","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.327Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Cafe_Admin_Module.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Cafe_Admin_Module.zip",75844,"F22A4D4E5828C4CAE003068A1B527ADC54B8FF16873D12408C2EE1AA4A2337DB","F22A4D4E5828C4CAE003068A1B527ADC54B8FF16873D12408C2EE1AA4A2337DB","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.332Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Department_Orders_Module.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Department_Orders_Module.zip",72018,"659EDA1C83F3E25A8A3AE4D470EC4BFF43E40F455B7E6A16BF4E3029AD035796","659EDA1C83F3E25A8A3AE4D470EC4BFF43E40F455B7E6A16BF4E3029AD035796","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.337Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Expense_Permission_Fix.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Expense_Permission_Fix.zip",67099,"D714C877BBE26467B2453E24E30DB0BA2AD26DF8EDC08E579E9FFC0E17C5ACE7","D714C877BBE26467B2453E24E30DB0BA2AD26DF8EDC08E579E9FFC0E17C5ACE7","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.342Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Master_Workspace..zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Master_Workspace..zip",139714,"7F08119220F95DB6D59F522474B385DE95A4619F18C2A6D83908B5ED38498563","7F08119220F95DB6D59F522474B385DE95A4619F18C2A6D83908B5ED38498563","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.347Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Master_Workspace.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Master_Workspace.zip",130288,"CAD5FD7952FEC1BF92E54073817171783E98D0DF3A46E3B0DF47F9F14649C798","CAD5FD7952FEC1BF92E54073817171783E98D0DF3A46E3B0DF47F9F14649C798","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.352Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Owner_Portal.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Owner_Portal.zip",69363,"8B69D54EE8F2FCCBFE18F4875FCCD09D83D6899212E16AC9975D75EB0C584431","8B69D54EE8F2FCCBFE18F4875FCCD09D83D6899212E16AC9975D75EB0C584431","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.357Z","C:\Users\chris\OneDrive\Desktop\New folder\Zamorin_Cafe_ERP_Revenue_Share.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\Zamorin_Cafe_ERP_Revenue_Share.zip",86227,"49C887421D013AA92DA518BF366620FA57A0612788999854A9D0F24089A33145","49C887421D013AA92DA518BF366620FA57A0612788999854A9D0F24089A33145","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.365Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint.zip","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\ARCHIVES\zamorin-app-checkpoint.zip",603895,"FD53CB8DA57C8D132D16E390961CD8251A898163961084069CC4E1E5EB415F61","FD53CB8DA57C8D132D16E390961CD8251A898163961084069CC4E1E5EB415F61","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.371Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-app-icon-1024.png","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-app-icon-1024.png",74964,"6E5B75B41588B803C7C2310791D9241816A13347C4D6B71B8F514946F3B96031","6E5B75B41588B803C7C2310791D9241816A13347C4D6B71B8F514946F3B96031","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.376Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-app-icon-2048.png","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-app-icon-2048.png",205509,"7E38EA9125C978CC05752E5E9B62087CBBF2502C5EBCE4D461283DA7EE6ABAC5","7E38EA9125C978CC05752E5E9B62087CBBF2502C5EBCE4D461283DA7EE6ABAC5","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.382Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-app-icon-4096.png","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-app-icon-4096.png",539713,"1555FD1F6E23AEBDB46F01C5B9BB204F9308BA10513688BF43E1A15408E92137","1555FD1F6E23AEBDB46F01C5B9BB204F9308BA10513688BF43E1A15408E92137","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.387Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-app-icon-vector.svg","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-app-icon-vector.svg",784,"B0F9257F5D6B28B2541E39F0A3B4A179248E1407D60EF5CB96394F6580B52912","B0F9257F5D6B28B2541E39F0A3B4A179248E1407D60EF5CB96394F6580B52912","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.392Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-estate-logo.png","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-estate-logo.png",49912,"1336A51825DDE66E48036F346FA4999C236CF668B6E962BF9CDAC97B5D63D14C","1336A51825DDE66E48036F346FA4999C236CF668B6E962BF9CDAC97B5D63D14C","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.396Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint\src\assets\zamorin-estate-mark.png","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\BRANDING\zamorin-estate-mark.png",21213,"21DE01053E432F520D3B26BA4CD491916D1DBFDE6D09021F22A56C62746301A1","21DE01053E432F520D3B26BA4CD491916D1DBFDE6D09021F22A56C62746301A1","VERIFIED_MATCH","COPIED_AND_SOURCE_CLEANED"
"2026-08-16T13:56:33.400Z","C:\Users\chris\Downloads\Zamorin_Left_Button_Activation_Package (1)","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\PACKAGES\Zamorin_Left_Button_Activation_Package",0,"N/A_DIRECTORY","N/A_DIRECTORY","VERIFIED_DIRECTORY_COPY","COPIED_AND_DIR_CLEANED"
"2026-08-16T13:56:33.418Z","C:\Users\chris\OneDrive\Desktop\New folder (2)\zamorin-app-checkpoint","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\HISTORICAL_BUILDS\zamorin-app-checkpoint",0,"N/A_DIRECTORY","N/A_DIRECTORY","VERIFIED_DIRECTORY_COPY","COPIED_AND_DIR_CLEANED"
